,LAT,LON,SOG,COG,Heading,VesselType
2020-01-01 14:27:30,36.91754,-75.91077,8.3,316.7,315.0,70.0
2020-01-01 14:28:00,36.91754,-75.91077,8.3,316.7,315.0,70.0
2020-01-01 14:28:30,36.91961,-75.9131,8.3,317.7,315.0,70.0
2020-01-01 14:29:00,36.91961,-75.9131,8.3,317.7,315.0,70.0
2020-01-01 14:29:30,36.91961,-75.9131,8.3,317.7,315.0,70.0
2020-01-01 14:30:00,36.92152,-75.91546,8.2,313.6,310.0,70.0
2020-01-01 14:30:30,36.92152,-75.91546,8.2,313.6,310.0,70.0
2020-01-01 14:31:00,36.92365,-75.91888,8.2,307.2,305.0,70.0
2020-01-01 14:31:30,36.92365,-75.91888,8.2,307.2,305.0,70.0
2020-01-01 14:32:00,36.92365,-75.91888,8.2,307.2,305.0,70.0
2020-01-01 14:32:30,36.92588,-75.9227,8.3,305.3,305.0,70.0
2020-01-01 14:33:00,36.92588,-75.9227,8.3,305.3,305.0,70.0
2020-01-01 14:33:30,36.92588,-75.9227,8.3,305.3,305.0,70.0
2020-01-01 14:34:00,36.92588,-75.9227,8.3,305.3,305.0,70.0
2020-01-01 14:34:30,36.92877,-75.92855,8.4,300.1,300.0,70.0
2020-01-01 14:35:00,36.92877,-75.92855,8.4,300.1,300.0,70.0
2020-01-01 14:35:30,36.92877,-75.92855,8.4,300.1,300.0,70.0
2020-01-01 14:36:00,36.92877,-75.92855,8.4,300.1,300.0,70.0
2020-01-01 14:36:30,36.93037,-75.93197,8.5,300.2,300.0,70.0
2020-01-01 14:37:00,36.93037,-75.93197,8.5,300.2,300.0,70.0
2020-01-01 14:37:30,36.93037,-75.93197,8.5,300.2,300.0,70.0
2020-01-01 14:38:00,36.93237,-75.93617,8.5,301.4,300.0,70.0
2020-01-01 14:38:30,36.93237,-75.93617,8.5,301.4,300.0,70.0
2020-01-01 14:39:00,36.93237,-75.93617,8.5,301.4,300.0,70.0
2020-01-01 14:39:30,36.93424,-75.93999,8.6,300.7,300.0,70.0
2020-01-01 14:40:00,36.93424,-75.93999,8.6,300.7,300.0,70.0
2020-01-01 14:40:30,36.93424,-75.93999,8.6,300.7,300.0,70.0
2020-01-01 14:41:00,36.93424,-75.93999,8.6,300.7,300.0,70.0
2020-01-01 14:41:30,36.93675,-75.94509,8.7,301.2,300.0,70.0
2020-01-01 14:42:00,36.93675,-75.94509,8.7,301.2,300.0,70.0
2020-01-01 14:42:30,36.93675,-75.94509,8.7,301.2,300.0,70.0
2020-01-01 14:43:00,36.93675,-75.94509,8.7,301.2,300.0,70.0
2020-01-01 14:43:30,36.93675,-75.94509,8.7,301.2,300.0,70.0
2020-01-01 14:44:00,36.94074,-75.95317,9.4,301.7,300.0,70.0
2020-01-01 14:44:30,36.94074,-75.95317,9.4,301.7,300.0,70.0
2020-01-01 14:45:00,36.94074,-75.95317,9.4,301.7,300.0,70.0
2020-01-01 14:45:30,36.94074,-75.95317,9.4,301.7,300.0,70.0
2020-01-01 14:46:00,36.94074,-75.95317,9.4,301.7,300.0,70.0
2020-01-01 14:46:30,36.94333,-75.95835,9.6,302.2,300.0,70.0
2020-01-01 14:47:00,36.94333,-75.95835,9.6,302.2,300.0,70.0
2020-01-01 14:47:30,36.94479,-75.96127,9.6,301.5,300.0,70.0
2020-01-01 14:48:00,36.94479,-75.96127,9.6,301.5,300.0,70.0
2020-01-01 14:48:30,36.94479,-75.96127,9.6,301.5,300.0,70.0
2020-01-01 14:49:00,36.94479,-75.96127,9.6,301.5,300.0,70.0
2020-01-01 14:49:30,36.94479,-75.96127,9.6,301.5,300.0,70.0
2020-01-01 14:50:00,36.94971,-75.9708,9.7,302.9,300.0,70.0
2020-01-01 14:50:30,36.94971,-75.9708,9.7,302.9,300.0,70.0
2020-01-01 14:51:00,36.94971,-75.9708,9.7,302.9,300.0,70.0
2020-01-01 14:51:30,36.94971,-75.9708,9.7,302.9,300.0,70.0
2020-01-01 14:52:00,36.94971,-75.9708,9.7,302.9,300.0,70.0
2020-01-01 14:52:30,36.95221,-75.97556,9.8,302.6,300.0,70.0
2020-01-01 14:53:00,36.95221,-75.97556,9.8,302.6,300.0,70.0
2020-01-01 14:53:30,36.95221,-75.97556,9.8,302.6,300.0,70.0
2020-01-01 14:54:00,36.95411,-75.97945,9.8,299.7,300.0,70.0
2020-01-01 14:54:30,36.95411,-75.97945,9.8,299.7,300.0,70.0
2020-01-01 14:55:00,36.95598,-75.98341,9.7,300.2,300.0,70.0
2020-01-01 14:55:30,36.95598,-75.98341,9.7,300.2,300.0,70.0
2020-01-01 14:56:00,36.95598,-75.98341,9.7,300.2,300.0,70.0
2020-01-01 14:56:30,36.95598,-75.98341,9.7,300.2,300.0,70.0
2020-01-01 14:57:00,36.95951,-75.98834,9.2,321.6,324.0,70.0
2020-01-01 14:57:30,36.95951,-75.98834,9.2,321.6,324.0,70.0
2020-01-01 14:58:00,36.95951,-75.98834,9.2,321.6,324.0,70.0
2020-01-01 14:58:30,36.96212,-75.99052,9.9,331.8,332.0,70.0
2020-01-01 14:59:00,36.96212,-75.99052,9.9,331.8,332.0,70.0
2020-01-01 14:59:30,36.96509,-75.99242,10.8,333.6,333.0,70.0
2020-01-01 15:00:00,36.96509,-75.99242,10.8,333.6,333.0,70.0
2020-01-01 15:00:30,36.9655,-75.99268,11.0,333.4,333.0,70.0
2020-01-01 15:01:00,36.96892,-75.99478,12.1,333.6,333.0,70.0
2020-01-01 15:01:30,36.96892,-75.99478,12.1,333.6,333.0,70.0
2020-01-01 15:02:00,36.9722,-75.99681,13.0,333.2,333.0,70.0
2020-01-01 15:02:30,36.9722,-75.99681,13.0,333.2,333.0,70.0
2020-01-01 15:03:00,36.97607,-75.9992,13.7,333.7,333.0,70.0
2020-01-01 15:03:30,36.97607,-75.9992,13.7,333.7,333.0,70.0
2020-01-01 15:04:00,36.97607,-75.9992,13.7,333.7,333.0,70.0
2020-01-01 15:04:30,36.98018,-76.00175,14.3,333.1,333.0,70.0
2020-01-01 15:05:00,36.98018,-76.00175,14.3,333.1,333.0,70.0
2020-01-01 15:05:30,36.98414,-76.00425,14.6,331.4,330.0,70.0
2020-01-01 15:06:00,36.98414,-76.00425,14.6,331.4,330.0,70.0
2020-01-01 15:06:30,36.98795,-76.0086,14.4,310.0,310.0,70.0
2020-01-01 15:07:00,36.98795,-76.0086,14.4,310.0,310.0,70.0
2020-01-01 15:07:30,36.98795,-76.0086,14.4,310.0,310.0,70.0
2020-01-01 15:08:00,36.99106,-76.0126,14.7,316.1,317.0,70.0
2020-01-01 15:08:30,36.99106,-76.0126,14.7,316.1,317.0,70.0
2020-01-01 15:09:00,36.99434,-76.01655,15.0,314.8,314.0,70.0
2020-01-01 15:09:30,36.99434,-76.01655,15.0,314.8,314.0,70.0
2020-01-01 15:10:00,36.99434,-76.01655,15.0,314.8,314.0,70.0
