,LAT,LON,SOG,COG,Heading,VesselType
2020-01-01 14:42:30,36.93283,-75.99601,20.2,292.4,511.0,90.0
2020-01-01 14:43:00,36.93283,-75.99601,20.2,292.4,511.0,90.0
2020-01-01 14:43:30,36.93529,-76.00443,19.7,284.0,511.0,90.0
2020-01-01 14:44:00,36.93529,-76.00443,19.7,284.0,511.0,90.0
2020-01-01 14:44:30,36.93725,-76.01165,20.4,290.2,511.0,90.0
2020-01-01 14:45:00,36.93725,-76.01165,20.4,290.2,511.0,90.0
2020-01-01 14:45:30,36.9393,-76.0204,19.9,282.1,511.0,90.0
2020-01-01 14:46:00,36.9393,-76.0204,19.9,282.1,511.0,90.0
2020-01-01 14:46:30,36.9393,-76.0204,19.9,282.1,511.0,90.0
2020-01-01 14:47:00,36.9393,-76.0204,19.9,282.1,511.0,90.0
2020-01-01 14:47:30,36.93802,-76.03575,20.6,257.2,511.0,90.0
2020-01-01 14:48:00,36.93802,-76.03575,20.6,257.2,511.0,90.0
2020-01-01 14:48:30,36.93802,-76.03575,20.6,257.2,511.0,90.0
2020-01-01 14:49:00,36.93568,-76.04465,20.8,247.8,511.0,90.0
2020-01-01 14:49:30,36.93568,-76.04465,20.8,247.8,511.0,90.0
2020-01-01 14:50:00,36.93568,-76.04465,20.8,247.8,511.0,90.0
2020-01-01 14:50:30,36.93206,-76.05526,21.1,240.6,511.0,90.0
2020-01-01 14:51:00,36.93206,-76.05526,21.1,240.6,511.0,90.0
2020-01-01 14:51:30,36.93206,-76.05526,21.1,240.6,511.0,90.0
2020-01-01 14:52:00,36.92931,-76.06247,20.8,247.7,511.0,90.0
2020-01-01 14:52:30,36.92931,-76.06247,20.8,247.7,511.0,90.0
2020-01-01 14:53:00,36.92645,-76.07046,21.0,247.3,511.0,90.0
2020-01-01 14:53:30,36.92645,-76.07046,21.0,247.3,511.0,90.0
2020-01-01 14:54:00,36.92645,-76.07046,21.0,247.3,511.0,90.0
2020-01-01 14:54:30,36.92355,-76.0777,21.3,242.7,511.0,90.0
2020-01-01 14:55:00,36.92355,-76.0777,21.3,242.7,511.0,90.0
2020-01-01 14:55:30,36.92355,-76.0777,21.3,242.7,511.0,90.0
2020-01-01 14:56:00,36.92355,-76.0777,21.3,242.7,511.0,90.0
2020-01-01 14:56:30,36.91201,-76.09129,23.2,190.1,511.0,90.0
2020-01-01 14:57:00,36.91201,-76.09129,23.2,190.1,511.0,90.0
2020-01-01 14:57:30,36.91201,-76.09129,23.2,190.1,511.0,90.0
2020-01-01 14:58:00,36.91201,-76.09129,23.2,190.1,511.0,90.0
2020-01-01 14:58:30,36.90796,-76.0921,8.4,184.3,511.0,90.0
2020-01-01 14:59:00,36.90796,-76.0921,8.4,184.3,511.0,90.0
2020-01-01 14:59:30,36.90664,-76.09053,6.8,92.6,511.0,90.0
2020-01-01 15:00:00,36.90661,-76.08954,6.3,98.8,511.0,90.0
2020-01-01 15:00:30,36.90661,-76.08954,6.3,98.8,511.0,90.0
2020-01-01 15:01:00,36.90664,-76.08848,2.6,305.8,511.0,90.0
2020-01-01 15:01:30,36.90664,-76.08848,2.6,305.8,511.0,90.0
2020-01-01 15:02:00,36.90667,-76.0885,0.0,143.2,511.0,90.0
2020-01-01 15:02:30,36.90667,-76.0885,0.0,143.2,511.0,90.0
2020-01-01 15:03:00,36.90669,-76.08851,0.1,165.9,511.0,90.0
2020-01-01 15:03:30,36.90669,-76.08851,0.1,165.9,511.0,90.0
2020-01-01 15:04:00,36.90668,-76.08851,0.1,163.6,511.0,90.0
2020-01-01 15:04:30,36.90668,-76.08851,0.1,163.6,511.0,90.0
2020-01-01 15:05:00,36.90669,-76.08852,0.1,187.7,511.0,90.0
2020-01-01 15:05:30,36.90669,-76.08852,0.1,187.7,511.0,90.0
2020-01-01 15:06:00,36.90669,-76.08852,0.1,187.7,511.0,90.0
2020-01-01 15:06:30,36.90669,-76.08852,0.1,194.5,511.0,90.0
2020-01-01 15:07:00,36.90669,-76.08852,0.1,194.5,511.0,90.0
2020-01-01 15:07:30,36.90669,-76.08853,0.0,183.9,511.0,90.0
2020-01-01 15:08:00,36.90669,-76.08853,0.0,183.9,511.0,90.0
2020-01-01 15:08:30,36.90671,-76.08854,0.1,170.7,511.0,90.0
2020-01-01 15:09:00,36.90671,-76.08854,0.1,170.7,511.0,90.0
2020-01-01 15:09:30,36.90671,-76.08854,0.1,170.7,511.0,90.0
2020-01-01 15:10:00,36.90671,-76.08854,0.1,170.7,511.0,90.0
